1,250,60,500,0.180
1,250,60,750,0.280
1,250,60,1000,0.370
1,250,70,500,0.160
1,250,70,750,0.253
1,250,70,1000,0.250
1,250,80,500,0.340
1,250,80,750,0.440
1,250,80,1000,0.760
1,500,60,500,0.420
1,500,60,750,0.413
1,500,60,1000,0.430
1,500,70,500,0.920
1,500,70,750,0.693
1,500,70,1000,0.550
1,500,80,500,0.240
1,500,80,750,0.253
1,500,80,1000,0.390
1,1000,60,500,0.620
1,1000,60,750,0.627
1,1000,60,1000,0.720
1,1000,70,500,0.960
1,1000,70,750,0.680
1,1000,70,1000,0.680
1,1000,80,500,0.780
1,1000,80,750,0.587
1,1000,80,1000,0.590
2,250,60,500,0.140
2,250,60,750,0.147
2,250,60,1000,0.290
2,250,70,500,0.260
2,250,70,750,0.307
2,250,70,1000,0.290
2,250,80,500,0.300
2,250,80,750,0.240
2,250,80,1000,0.250
2,500,60,500,0.260
2,500,60,750,0.253
2,500,60,1000,0.240
2,500,70,500,0.180
2,500,70,750,0.147
2,500,70,1000,0.270
2,500,80,500,0.320
2,500,80,750,0.240
2,500,80,1000,0.280
2,1000,60,500,0.180
2,1000,60,750,0.253
2,1000,60,1000,0.250
2,1000,70,500,0.320
2,1000,70,750,0.160
2,1000,70,1000,0.250
2,1000,80,500,0.140
2,1000,80,750,0.080
2,1000,80,1000,0.130
3,250,60,500,0.380
3,250,60,750,0.280
3,250,60,1000,0.240
3,250,70,500,0.300
3,250,70,750,0.227
3,250,70,1000,0.210
3,250,80,500,0.240
3,250,80,750,0.187
3,250,80,1000,0.150
3,500,60,500,0.080
3,500,60,750,0.147
3,500,60,1000,0.130
3,500,70,500,0.300
3,500,70,750,0.213
3,500,70,1000,0.180
3,500,80,500,0.320
3,500,80,750,0.227
3,500,80,1000,0.230
3,1000,60,500,0.180
3,1000,60,750,0.160
3,1000,60,1000,0.160
3,1000,70,500,0.240
3,1000,70,750,0.160
3,1000,70,1000,0.200
3,1000,80,500,0.280
3,1000,80,750,0.240
3,1000,80,1000,0.230
