0.117,250,60,500,1
0.252,250,60,750,1
0.450,250,60,1000,1
0.117,250,70,500,1
0.315,250,70,750,1
0.415,250,70,1000,1
0.264,250,80,500,1
0.409,250,80,750,1
0.987,250,80,1000,1
0.246,500,60,500,1
0.461,500,60,750,1
0.493,500,60,1000,1
0.614,500,70,500,1
0.644,500,70,750,1
0.832,500,70,1000,1
0.183,500,80,500,1
0.318,500,80,750,1
0.592,500,80,1000,1
0.339,1000,60,500,1
0.709,1000,60,750,1
0.911,1000,60,1000,1
0.599,1000,70,500,1
0.874,1000,70,750,1
1.187,1000,70,1000,1
0.679,1000,80,500,1
0.540,1000,80,750,1
0.799,1000,80,1000,1
0.109,250,60,500,2
0.196,250,60,750,2
0.529,250,60,1000,2
0.197,250,70,500,2
0.327,250,70,750,2
0.483,250,70,1000,2
0.304,250,80,500,2
0.291,250,80,750,2
0.328,250,80,1000,2
0.165,500,60,500,2
0.250,500,60,750,2
0.353,500,60,1000,2
0.126,500,70,500,2
0.169,500,70,750,2
0.459,500,70,1000,2
0.227,500,80,500,2
0.273,500,80,750,2
0.486,500,80,1000,2
0.123,1000,60,500,2
0.297,1000,60,750,2
0.355,1000,60,1000,2
0.200,1000,70,500,2
0.167,1000,70,750,2
0.352,1000,70,1000,2
0.109,1000,80,500,2
0.098,1000,80,750,2
0.205,1000,80,1000,2
0.294,250,60,500,3
0.342,250,60,750,3
0.363,250,60,1000,3
0.267,250,70,500,3
0.299,250,70,750,3
0.351,250,70,1000,3
0.185,250,80,500,3
0.213,250,80,750,3
0.266,250,80,1000,3
0.067,500,60,500,3
0.196,500,60,750,3
0.191,500,60,1000,3
0.214,500,70,500,3
0.295,500,70,750,3
0.286,500,70,1000,3
0.259,500,80,500,3
0.256,500,80,750,3
0.372,500,80,1000,3
0.146,1000,60,500,3
0.194,1000,60,750,3
0.265,1000,60,1000,3
0.196,1000,70,500,3
0.187,1000,70,750,3
0.307,1000,70,1000,3
0.225,1000,80,500,3
0.300,1000,80,750,3
0.408,1000,80,1000,3
