1,250,60,500,44.80
1,250,60,750,45.90
1,250,60,1000,46.80
1,250,70,500,45.95
1,250,70,750,46.88
1,250,70,1000,47.89
1,250,80,500,43.80
1,250,80,750,44.75
1,250,80,1000,45.58
1,500,60,500,41.85
1,500,60,750,42.77
1,500,60,1000,43.33
1,500,70,500,40.55
1,500,70,750,41.22
1,500,70,1000,42.33
1,500,80,500,39.33
1,500,80,750,40.25
1,500,80,1000,42.55
1,1000,60,500,43.44
1,1000,60,750,44.89
1,1000,60,1000,45.92
1,1000,70,500,41.99
1,1000,70,750,42.35
1,1000,70,1000,43.85
1,1000,80,500,45.89
1,1000,80,750,46.99
1,1000,80,1000,47.65
2,250,60,500,40.85
2,250,60,750,41.77
2,250,60,1000,42.85
2,250,70,500,38.85
2,250,70,750,39.85
2,250,70,1000,40.55
2,250,80,500,40.54
2,250,80,750,41.52
2,250,80,1000,42.38
2,500,60,500,40.68
2,500,60,750,41.44
2,500,60,1000,43.58
2,500,70,500,38.55
2,500,70,750,39.25
2,500,70,1000,40.58
2,500,80,500,39.12
2,500,80,750,40.32
2,500,80,1000,41.55
2,1000,60,500,42.85
2,1000,60,750,43.55
2,1000,60,1000,44.58
2,1000,70,500,38.25
2,1000,70,750,39.42
2,1000,70,1000,40.22
2,1000,80,500,40.58
2,1000,80,750,41.39
2,1000,80,1000,42.89
3,250,60,500,42.88
3,250,60,750,43.58
3,250,60,1000,44.11
3,250,70,500,39.85
3,250,70,750,40.85
3,250,70,1000,41.55
3,250,80,500,37.54
3,250,80,750,39.52
3,250,80,1000,41.38
3,500,60,500,41.41
3,500,60,750,42.35
3,500,60,1000,43.12
3,500,70,500,40.11
3,500,70,750,41.22
3,500,70,1000,42.58
3,500,80,500,43.55
3,500,80,750,42.14
3,500,80,1000,43.88
3,1000,60,500,40.12
3,1000,60,750,42.56
3,1000,60,1000,44.88
3,1000,70,500,39.25
3,1000,70,750,40.85
3,1000,70,1000,41.22
3,1000,80,500,40.11
3,1000,80,750,41.22
3,1000,80,1000,42.22
