1,30,0,88.5,0.7345
1,30,45,89,0.4311
2,30,0,,
1,60,45,,
2,120,45,84.5,0.106
2,30,45,,
1,15,0,91.5,0.6942
2,120,0,70.5,0.5739
2,15,0,,
2,15,45,,
2,30,0,,
2,60,0,72.5,0.3592
2,15,45,,
1,0,45,83.5,0.64
1,0,0,87.5,1.18
1,60,45,,
2,15,0,,
1,120,45,,
2,30,0,,
1,30,0,86.5,0.5226
2,0,0,49.02,0.7447
1,120,0,,
2,30,45,,
2,15,45,,
2,0,0,49.02,0.8751
1,60,45,,
2,120,45,85,0.0633
1,60,0,,
2,0,0,49.5,0.8969
1,60,0,,
1,15,45,88,0.3332
1,120,0,,
2,60,0,74,0.4283
1,60,0,,
1,30,45,88,0.4966
1,0,0,80.5,1.18
2,120,45,85,0.1017
1,0,45,84.5,0.64
2,0,45,48.92,0.29
2,60,45,74,0.1416
2,120,45,85.5,0.0752
1,15,45,88.5,0.4864
1,120,45,,
2,120,0,74,0.478
1,30,0,77,0.4725
2,15,45,,
1,120,0,,
1,120,45,,
1,15,45,87.5,0.4889
2,60,0,75.5,0.3748
2,15,0,,
1,60,45,,
1,120,0,,
1,0,45,84,0.64
1,15,0,92,0.4305
2,60,0,79.5,0.4941
2,60,45,73,0.0575
2,60,45,73.5,0.083
1,0,45,83,0.64
2,60,45,74,0.1206
1,60,0,,
1,0,45,83.5,0.64
2,30,45,,
1,15,0,90.5,0.4491
1,60,0,,
1,30,0,86,0.521
1,0,0,82,1.18
1,60,45,,
1,120,0,,
2,30,45,,
1,30,45,88.5,0.3124
2,0,45,48.92,0.3058
2,0,0,49.02,0.6365
1,30,45,89,0.3617
2,30,45,,
1,120,45,,
2,120,0,84,0.4847
2,15,0,,
1,15,45,87.5,0.4121
1,15,45,88.5,0.4536
2,0,45,48.92,0.2717
1,15,0,89,0.4288
2,30,0,,
1,30,0,91.5,0.7014
1,15,0,79.5,0.9569
1,0,0,86.5,1.18
2,120,0,85.5,0.4052
2,15,45,,
2,120,45,86,0.0876
2,0,0,49.02,0.7225
2,60,45,73.5,0.1483
2,0,45,48.92,0.1791
1,120,45,,
2,30,0,,
2,0,45,48.92,0.2102
2,15,0,,
2,60,0,86.5,0.498
1,30,45,88,0.4546
1,0,0,84.5,1.18
2,120,0,74.5,0.329
