1,250,60,500,4
1,250,60,750,5
1,250,60,1000,7
1,250,70,500,12
1,250,70,750,13
1,250,70,1000,14
1,250,80,500,12
1,250,80,750,15
1,250,80,1000,16
1,500,60,500,18
1,500,60,750,16
1,500,60,1000,19
1,500,70,500,20
1,500,70,750,23
1,500,70,1000,25
1,500,80,500,26
1,500,80,750,28
1,500,80,1000,30
1,1000,60,500,28
1,1000,60,750,29
1,1000,60,1000,32
1,1000,70,500,30
1,1000,70,750,32
1,1000,70,1000,35
1,1000,80,500,38
1,1000,80,750,41
1,1000,80,1000,48
2,250,60,500,14
2,250,60,750,19
2,250,60,1000,22
2,250,70,500,22
2,250,70,750,24
2,250,70,1000,25
2,250,80,500,26
2,250,80,750,28
2,250,80,1000,30
2,500,60,500,30
2,500,60,750,35
2,500,60,1000,36
2,500,70,500,36
2,500,70,750,37
2,500,70,1000,39
2,500,80,500,38
2,500,80,750,40
2,500,80,1000,43
2,1000,60,500,40
2,1000,60,750,43
2,1000,60,1000,45
2,1000,70,500,44
2,1000,70,750,47
2,1000,70,1000,48
2,1000,80,500,44
2,1000,80,750,47
2,1000,80,1000,50
3,250,60,500,20
3,250,60,750,24
3,250,60,1000,27
3,250,70,500,24
3,250,70,750,28
3,250,70,1000,30
3,250,80,500,26
3,250,80,750,28
3,250,80,1000,31
3,500,60,500,32
3,500,60,750,36
3,500,60,1000,39
3,500,70,500,34
3,500,70,750,37
3,500,70,1000,40
3,500,80,500,40
3,500,80,750,41
3,500,80,1000,45
3,1000,60,500,42
3,1000,60,750,44
3,1000,60,1000,47
3,1000,70,500,52
3,1000,70,750,56
3,1000,70,1000,60
3,1000,80,500,62
3,1000,80,750,68
3,1000,80,1000,71
