1,250,60,500,0.320
1,250,60,750,0.333
1,250,60,1000,0.120
1,250,70,500,0.680
1,250,70,750,0.373
1,250,70,1000,0.100
1,250,80,500,0.540
1,250,80,750,0.840
1,250,80,1000,0.760
1,500,60,500,0.620
1,500,60,750,0.280
1,500,60,1000,0.230
1,500,70,500,0.320
1,500,70,750,0.800
1,500,70,1000,0.100
1,500,80,500,0.240
1,500,80,750,0.267
1,500,80,1000,0.390
1,1000,60,500,0.540
1,1000,60,750,0.187
1,1000,60,1000,0.120
1,1000,70,500,0.300
1,1000,70,750,0.253
1,1000,70,1000,0.150
1,1000,80,500,0.180
1,1000,80,750,0.067
1,1000,80,1000,0.490
2,250,60,500,0.440
2,250,60,750,0.133
2,250,60,1000,0.390
2,250,70,500,0.220
2,250,70,750,0.307
2,250,70,1000,0.090
2,250,80,500,0.300
2,250,80,750,0.320
2,250,80,1000,0.130
2,500,60,500,0.360
2,500,60,750,0.173
2,500,60,1000,0.130
2,500,70,500,0.380
2,500,70,750,0.147
2,500,70,1000,0.070
2,500,80,500,0.320
2,500,80,750,0.240
2,500,80,1000,0.280
2,1000,60,500,0.180
2,1000,60,750,0.253
2,1000,60,1000,0.150
2,1000,70,500,0.300
2,1000,70,750,0.160
2,1000,70,1000,0.050
2,1000,80,500,0.140
2,1000,80,750,0.080
2,1000,80,1000,0.130
3,250,60,500,0.380
3,250,60,750,0.280
3,250,60,1000,0.140
3,250,70,500,0.300
3,250,70,750,0.227
3,250,70,1000,0.110
3,250,80,500,0.240
3,250,80,750,0.187
3,250,80,1000,0.140
3,500,60,500,0.080
3,500,60,750,0.147
3,500,60,1000,0.130
3,500,70,500,0.300
3,500,70,750,0.213
3,500,70,1000,0.130
3,500,80,500,0.320
3,500,80,750,0.213
3,500,80,1000,0.110
3,1000,60,500,0.380
3,1000,60,750,0.160
3,1000,60,1000,0.160
3,1000,70,500,0.240
3,1000,70,750,0.160
3,1000,70,1000,0.100
3,1000,80,500,0.260
3,1000,80,750,0.107
3,1000,80,1000,0.230
