1,250,60,500,0.040
1,250,60,750,0.053
1,250,60,1000,0.070
1,250,70,500,0.120
1,250,70,750,0.133
1,250,70,1000,0.140
1,250,80,500,0.120
1,250,80,750,0.147
1,250,80,1000,0.160
1,500,60,500,0.180
1,500,60,750,0.160
1,500,60,1000,0.190
1,500,70,500,0.200
1,500,70,750,0.227
1,500,70,1000,0.250
1,500,80,500,0.260
1,500,80,750,0.280
1,500,80,1000,0.300
1,1000,60,500,0.280
1,1000,60,750,0.293
1,1000,60,1000,0.320
1,1000,70,500,0.300
1,1000,70,750,0.320
1,1000,70,1000,0.350
1,1000,80,500,0.380
1,1000,80,750,0.413
1,1000,80,1000,0.480
2,250,60,500,0.140
2,250,60,750,0.187
2,250,60,1000,0.220
2,250,70,500,0.220
2,250,70,750,0.240
2,250,70,1000,0.250
2,250,80,500,0.260
2,250,80,750,0.280
2,250,80,1000,0.300
2,500,60,500,0.300
2,500,60,750,0.347
2,500,60,1000,0.360
2,500,70,500,0.360
2,500,70,750,0.373
2,500,70,1000,0.390
2,500,80,500,0.380
2,500,80,750,0.400
2,500,80,1000,0.430
2,1000,60,500,0.400
2,1000,60,750,0.427
2,1000,60,1000,0.450
2,1000,70,500,0.440
2,1000,70,750,0.467
2,1000,70,1000,0.480
2,1000,80,500,0.440
2,1000,80,750,0.467
2,1000,80,1000,0.500
3,250,60,500,0.200
3,250,60,750,0.240
3,250,60,1000,0.270
3,250,70,500,0.240
3,250,70,750,0.280
3,250,70,1000,0.300
3,250,80,500,0.260
3,250,80,750,0.280
3,250,80,1000,0.310
3,500,60,500,0.320
3,500,60,750,0.360
3,500,60,1000,0.390
3,500,70,500,0.340
3,500,70,750,0.373
3,500,70,1000,0.400
3,500,80,500,0.400
3,500,80,750,0.413
3,500,80,1000,0.450
3,1000,60,500,0.420
3,1000,60,750,0.440
3,1000,60,1000,0.470
3,1000,70,500,0.520
3,1000,70,750,0.560
3,1000,70,1000,0.600
3,1000,80,500,0.620
3,1000,80,750,0.680
3,1000,80,1000,0.710
