1,250,60,500,32
1,250,60,750,33
1,250,60,1000,12
1,250,70,500,68
1,250,70,750,37
1,250,70,1000,10
1,250,80,500,54
1,250,80,750,84
1,250,80,1000,76
1,500,60,500,62
1,500,60,750,28
1,500,60,1000,23
1,500,70,500,32
1,500,70,750,80
1,500,70,1000,10
1,500,80,500,24
1,500,80,750,26
1,500,80,1000,39
1,1000,60,500,54
1,1000,60,750,18
1,1000,60,1000,12
1,1000,70,500,30
1,1000,70,750,25
1,1000,70,1000,15
1,1000,80,500,18
1,1000,80,750,7
1,1000,80,1000,49
2,250,60,500,44
2,250,60,750,13
2,250,60,1000,39
2,250,70,500,22
2,250,70,750,31
2,250,70,1000,9
2,250,80,500,30
2,250,80,750,32
2,250,80,1000,13
2,500,60,500,36
2,500,60,750,17
2,500,60,1000,13
2,500,70,500,38
2,500,70,750,15
2,500,70,1000,70
2,500,80,500,32
2,500,80,750,24
2,500,80,1000,28
2,1000,60,500,18
2,1000,60,750,25
2,1000,60,1000,15
2,1000,70,500,30
2,1000,70,750,16
2,1000,70,1000,5
2,1000,80,500,14
2,1000,80,750,8
2,1000,80,1000,13
3,250,60,500,38
3,250,60,750,28
3,250,60,1000,14
3,250,70,500,30
3,250,70,750,23
3,250,70,1000,11
3,250,80,500,24
3,250,80,750,19
3,250,80,1000,14
3,500,60,500,8
3,500,60,750,15
3,500,60,1000,13
3,500,70,500,30
3,500,70,750,21
3,500,70,1000,13
3,500,80,500,32
3,500,80,750,21
3,500,80,1000,11
3,1000,60,500,38
3,1000,60,750,16
3,1000,60,1000,17
3,1000,70,500,24
3,1000,70,750,16
3,1000,70,1000,10
3,1000,80,500,26
3,1000,80,750,11
3,1000,80,1000,23
