1,250,60,500,320.000
1,250,60,750,333.333
1,250,60,1000,120.000
1,250,70,500,680.000
1,250,70,750,373.333
1,250,70,1000,100.000
1,250,80,500,0.540.000
1,250,80,750,840.000
1,250,80,1000,760.000
1,500,60,500,620.000
1,500,60,750,280.000
1,500,60,1000,230.000
1,500,70,500,1320.000
1,500,70,750,800.000
1,500,70,1000,100.000
1,500,80,500,240.000
1,500,80,750,266.667
1,500,80,1000,390.000
1,1000,60,500,540.000
1,1000,60,750,186.667
1,1000,60,1000,120.000
1,1000,70,500,300.000
1,1000,70,750,253.333
1,1000,70,1000,150.000
1,1000,80,500,180.000
1,1000,80,750,66.667
1,1000,80,1000,490.000
2,250,60,500,440.000
2,250,60,750,133.333
2,250,60,1000,390.000
2,250,70,500,220.000
2,250,70,750,306.667
2,250,70,1000,90.000
2,250,80,500,300.000
2,250,80,750,320.000
2,250,80,1000,130.000
2,500,60,500,360.000
2,500,60,750,173.333
2,500,60,1000,130.000
2,500,70,500,380.000
2,500,70,750,146.667
2,500,70,1000,70.000
2,500,80,500,320.000
2,500,80,750,240.000
2,500,80,1000,280.000
2,1000,60,500,180.000
2,1000,60,750,253.333
2,1000,60,1000,150.000
2,1000,70,500,300.000
2,1000,70,750,160.000
2,1000,70,1000,50.000
2,1000,80,500,140.000
2,1000,80,750,80.000
2,1000,80,1000,130.000
3,250,60,500,380.000
3,250,60,750,280.000
3,250,60,1000,140.000
3,250,70,500,300.000
3,250,70,750,226.667
3,250,70,1000,110.000
3,250,80,500,240.000
3,250,80,750,186.667
3,250,80,1000,140.000
3,500,60,500,80.000
3,500,60,750,146.667
3,500,60,1000,130.000
3,500,70,500,300.000
3,500,70,750,213.333
3,500,70,1000,130.000
3,500,80,500,320.000
3,500,80,750,213.333
3,500,80,1000,110.000
3,1000,60,500,380.000
3,1000,60,750,160.000
3,1000,60,1000,170.000
3,1000,70,500,240.000
3,1000,70,750,160.000
3,1000,70,1000,100.000
3,1000,80,500,260.000
3,1000,80,750,106.667
3,1000,80,1000,230.000
